"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",711.2995980033,0.201741526801154,0.233552464029586,0.863795325985506,0.387700335934113,0.999989906457946
"ENSG00000000419",542.069713327325,0.00662747566124239,0.190072700665408,0.0348681090868961,0.972184910404275,0.999989906457946
"ENSG00000000457",251.007983209023,0.0393750643266038,0.17099338383994,0.230272443543554,0.817880072142264,0.999989906457946
"ENSG00000000460",59.9377204019369,0.310856175310688,0.392815410217455,0.791354328840112,0.42873725325819,0.999989906457946
"ENSG00000000971",5994.36514976852,0.81218285863107,0.266991805171531,3.04197673074377,0.00235030062515048,0.210974119600013
"ENSG00000001036",1343.6227214954,-0.141197113439165,0.207420585345402,-0.68072854583859,0.496043270305985,0.999989906457946
"ENSG00000001084",599.002315671979,0.484891615724226,0.22769881825459,2.12953066441508,0.0332103806452034,0.708817981184334
"ENSG00000001167",370.955857256094,0.0698181500318377,0.261757981708208,0.266727874260838,0.789678690623645,0.999989906457946
"ENSG00000001460",188.57687518381,-0.199946678201081,0.223031624400931,-0.896494740322782,0.369988588168966,0.999989906457946
"ENSG00000001461",2819.44177539397,-0.138999539842493,0.354107246267269,-0.392535146647581,0.694662847560436,0.999989906457946
"ENSG00000001497",558.111664521232,0.0173082208118623,0.148284778159818,0.116722842537538,0.907079688278036,0.999989906457946
"ENSG00000001561",114.698300447894,0.212004317839002,0.68355568032135,0.310149303037517,0.756447421084417,0.999989906457946
"ENSG00000001617",617.36384874342,0.0423350504467538,0.270933102765339,0.156256470747397,0.875830866117234,0.999989906457946
"ENSG00000001626",6.02017306499429,-0.411836866541627,0.854799116810055,-0.481793743632448,0.629952474227356,0.999989906457946
"ENSG00000001629",1831.1185036075,0.183879507289865,0.186841786890998,0.984145518781291,0.325043968789774,0.999989906457946
"ENSG00000001630",57.7331311313484,-0.125517926186454,0.347502446406173,-0.361200122429481,0.717949850618022,0.999989906457946
"ENSG00000001631",816.169860587592,0.0801374840648207,0.13783608081871,0.581397001342647,0.560972917997756,0.999989906457946
"ENSG00000002016",190.371243175062,-0.23762003159182,0.209144996332881,-1.13614973228247,0.255893904225929,0.999989906457946
"ENSG00000002549",1269.87115665655,-0.260865042510475,0.212944192609846,-1.22503947777731,0.220560346577715,0.999989906457946
"ENSG00000002586",8287.83059107587,0.0515563202287236,0.156585000809918,0.329254526053291,0.74196331248038,0.999989906457946
"ENSG00000002745",6.70325427945912,-1.71610553448479,1.04812338150949,-1.63731251946053,0.101565186343177,0.993115479171103
"ENSG00000002746",120.614770535249,-0.461144434480424,0.323595472202606,-1.42506454537688,0.154138544155606,0.999989906457946
"ENSG00000002822",370.063885579336,-0.141457412975785,0.178226668644231,-0.79369386215795,0.427373674321636,0.999989906457946
"ENSG00000002834",7475.17019933217,0.21565122919253,0.187461501563542,1.15037608999111,0.249989003631819,0.999989906457946
"ENSG00000002919",261.542520568154,-0.00937887537322829,0.220889255048995,-0.0424596269798093,0.966132295709657,0.999989906457946
"ENSG00000002933",635.377309090959,-4.03712134687756,0.600718312452313,-6.72048989217061,1.81114598026638e-11,2.31658507633072e-08
"ENSG00000003056",1111.10706007569,-0.0840841721688461,0.144858907102536,-0.580455657513199,0.561607381258588,0.999989906457946
"ENSG00000003096",404.391400749621,-0.496104260121242,0.398538747643947,-1.24480809721533,0.213202299024509,0.999989906457946
